genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,release_date
Indie,Arctic Monkeys,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,84,0.186,0.548,272394,0.532,0.000263,F,0.217,-7.596,Major,0.0323,85.03,4/4,0.405,2013-09-09
Indie,Foster The People,Pumped Up Kicks,7w87IxuO7BDcJ3YUqCyMTT,83,0.145,0.733,239600,0.71,0.115,F,0.0956,-5.849,Minor,0.0292,127.975,4/4,0.965,2011-05-23
Indie,Charli XCX,1999,05mAIVLkIWc2d1UBYZBCp8,83,0.0227,0.739,189000,0.742,1.39e-06,G,0.229,-4.586,Major,0.0329,124.016,4/4,0.659,2018-10-05
Indie,G-Eazy,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,82,0.0534,0.589,268867,0.731,0.0,D,0.308,-6.343,Major,0.0868,87.908,4/4,0.191,2017-12-15
Indie,Radiohead,Creep,6b2oQwSGFkzsMtQruIWm2p,82,0.0102,0.515,238640,0.43,0.000141,G,0.129,-9.935,Major,0.0369,91.841,4/4,0.104,1993-02-22
Indie,Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,81,0.0604,0.675,181279,0.751,0.0,C,0.0893,-3.539,Major,0.0296,118.384,4/4,0.612,2017-06-02
Indie,Halsey,Without Me (with Juice WRLD),6Zc5f20q7sOe1IC1c1jQvZ,81,0.351,0.742,228816,0.515,0.0,F#,0.184,-6.103,Major,0.0747,136.02,4/4,0.452,2020-01-17
Indie,Alex & Sierra,Little Do You Know,1almCHdsfikRPfVB9VrEdT,81,0.746,0.5,185200,0.292,0.0,C,0.188,-8.554,Major,0.0323,145.879,4/4,0.37,2014-10-06
Indie,Kings of Leon,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,81,0.00172,0.542,203347,0.905,0.0104,A,0.136,-5.653,Major,0.054,153.398,4/4,0.374,2008-09-23
Indie,James TW,When You Love Someone,1o6YK7phnXgsljfWSQQfWc,81,0.248,0.675,216373,0.444,0.0,G,0.0531,-6.067,Major,0.028,125.884,4/4,0.356,2019-04-26
Indie,Tom Walker,Leave a Light On,6lOWoTqVnAWXchddtTH31W,81,0.0153,0.586,185863,0.624,1.78e-06,F,0.133,-5.946,Major,0.113,68.976,4/4,0.267,2017-10-13
Indie,This Band,Kahit Ayaw Mo Na,5V2AX2WTOHl2FKtftvisV6,81,0.341,0.662,243015,0.529,0.000208,D,0.105,-8.539,Major,0.0351,127.584,4/4,0.424,2018-11-23
Indie,December Avenue,Kung 'Di Rin Lang Ikaw,2BgD4nRyx9EZ5o8YEnjRSV,81,0.161,0.502,267759,0.482,0.0,E,0.187,-4.736,Major,0.0288,133.894,4/4,0.132,2019-12-20
Indie,Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,80,0.00847,0.56,218013,0.936,0.0,D#,0.161,-5.835,Major,0.0439,112.96,4/4,0.371,2011-09-02
Indie,The Killers,Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,80,0.00108,0.33,222587,0.936,0.0,C#,0.0926,-3.66,Major,0.0917,148.112,4/4,0.234,2004
Indie,Rex Orange County,Loving Is Easy,5EYi2rH4LYs6M21ZLOyQTx,80,0.217,0.756,155720,0.609,0.00474,D#,0.096,-7.927,Major,0.0544,117.023,4/4,0.537,2017-10-11
Indie,Rex Orange County,Sunflower,4EpZ4eYuZOwPSSwyqpdHnJ,80,0.646,0.384,252231,0.765,0.00352,F#,0.522,-4.463,Major,0.0579,129.903,4/4,0.567,2017-03-22
Jazz,"Earth, Wind & Fire",September,5nNmj1cLH3r4aA4XDJ2bgY,79,0.114,0.697,214827,0.809,0.000521,A,0.183,-8.197,Major,0.0302,125.941,4/4,0.98,1978-11-18
Jazz,Aretha Franklin,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,76,0.48,0.59,216773,0.355,0.0,A,0.0585,-14.051,Major,0.0352,133.03,4/4,0.499,1968-06-14
Jazz,Norah Jones,Don't Know Why,6ybViy2qrO9sIi41EgRJgx,75,0.883,0.732,186147,0.198,1.1e-05,F,0.0659,-11.775,Major,0.028,88.174,4/4,0.618,2002-02-26
Jazz,Kelsea Ballerini,Miss Me More,5NfJGBAL9mgFPRQxKJmiX2,74,0.014,0.643,192840,0.72,0.0,D,0.0834,-7.146,Major,0.0527,96.028,4/4,0.491,2018-10-26
Jazz,Etta James,At Last,4Hhv2vrOTy89HFRcjU3QOx,74,0.707,0.171,182400,0.33,0.00381,F,0.302,-9.699,Major,0.0329,174.431,3/4,0.315,1960
Jazz,Nina Simone,Feeling Good,1VKsbTJ78G5bnfyoPz46LA,74,0.854,0.318,174000,0.334,0.0,G,0.188,-9.267,Minor,0.0487,78.508,4/4,0.541,1965-06-01
Jazz,Norah Jones,Come Away With Me,0Cvjlph1WGbwZY1PlMEtJY,73,0.904,0.363,198147,0.129,1.52e-06,C,0.157,-14.304,Major,0.0322,80.367,3/4,0.147,2002-02-26
Jazz,Roberta Flack,Killing Me Softly with His Song,3gsCAGsWr6pUm1Vy7CPPob,73,0.727,0.477,286920,0.381,0.0,F,0.0615,-10.237,Minor,0.0342,121.568,4/4,0.329,1973-01-01
Jazz,Leslie Odom Jr.,Alexander Hamilton,4TTV7EcfroSLWzXRY6gLv6,72,0.524,0.609,236738,0.435,0.0,B,0.118,-7.862,Minor,0.284,131.998,4/4,0.563,2015-09-25
Jazz,A Tribe Called Quest,Can I Kick It?,3Ti0GdlrotgwsAVBBugv0I,71,0.173,0.848,251573,0.666,0.000699,C,0.129,-6.547,Major,0.274,96.662,4/4,0.744,1990
Jazz,Norah Jones,Sunrise,7zkLpY72g6lKQbiHDqri1S,70,0.941,0.526,200627,0.299,0.097,G#,0.106,-13.797,Major,0.031,156.848,4/4,0.679,2004-01-01
Jazz,Jamiroquai,Virtual Insanity - Remastered,47W6YR93MPCGLEUReLMyDm,70,0.127,0.662,229360,0.949,0.0,F#,0.135,-4.758,Major,0.108,91.954,4/4,0.515,2005-01-01
Jazz,Aretha Franklin,(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,70,0.213,0.65,166973,0.323,0.0,C,0.187,-8.698,Major,0.0283,110.962,3/4,0.276,1968-01-22
Jazz,Leslie Odom Jr.,Wait for It,7EqpEBPOohgk7NnKvBGFWo,69,0.125,0.561,193750,0.474,5.07e-06,F#,0.0922,-9.638,Major,0.155,86.897,4/4,0.513,2015-09-25
Jazz,Louis Armstrong,La vie en rose - Single Version,1UH4viviUjZnS9aWgPGrk0,69,0.866,0.507,204400,0.0779,0.00275,C,0.108,-12.099,Major,0.0544,70.808,4/4,0.326,1952-04-01
Jazz,Souls Of Mischief,93 'Til Infinity,0PV1TFUMTBrDETzW6KQulB,69,0.125,0.59,286440,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,4/4,0.688,1993-02-13
Jazz,Oscar D'León,Lloraras,23Fw0qh3Onqn2276LiL2pT,69,0.582,0.708,221008,0.709,0.000516,A,0.0717,-7.555,Major,0.0472,96.046,4/4,0.962,1974
Jazz,Duke Ellington,In A Sentimental Mood,0E8q2Fx2XuzXCO2NSAppkR,68,0.936,0.464,255227,0.305,0.0846,D#,0.208,-12.435,Minor,0.0316,108.231,4/4,0.282,1963-02
Jazz,Miles Davis,Blue in Green,0aWMVrwxPNYkKmFthzmpRi,68,0.81,0.421,337733,0.0161,0.0021,D,0.0978,-25.358,Minor,0.0374,110.926,4/4,0.16,1959-08-17
Jazz,The Pharcyde,Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,68,0.0903,0.759,303493,0.756,2.36e-06,E,0.265,-8.145,Minor,0.266,87.059,4/4,0.613,1992-11-24
Movie,Loren Allred,Never Enough,0Gl5s8IhMmQE5YQwM8Qx1J,82,0.423,0.277,207787,0.394,0.0,G#,0.0952,-8.903,Major,0.0336,86.777,3/4,0.227,2017-12-08
Movie,Auli'i Cravalho,How Far I'll Go,6mb6lVLNrcUgLnEN8QnDJd,76,0.603,0.576,163387,0.319,0.0,E,0.173,-10.934,Major,0.0518,83.632,4/4,0.0921,2016-11-18
Movie,Loren Allred,Never Enough (Reprise),6f8b6mxNNDJdE5tC4MCTxt,74,0.889,0.382,80293,0.0541,2.88e-06,A,0.0832,-19.376,Major,0.03,82.486,4/4,0.133,2017-12-08
Movie,Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,72,0.558,0.541,223840,0.485,0.0,G#,0.12,-6.85,Major,0.031,136.956,4/4,0.369,2013-01-01
Movie,Jason Weaver,"I Just Can't Wait to Be King - From ""The Lion King""/Soundtrack Version",0qxtQ8rf3W1nId3D2r0xH4,71,0.294,0.625,170880,0.52,5.99e-05,F#,0.0951,-14.213,Major,0.0586,98.819,4/4,0.902,
Movie,Donny Osmond,"I'll Make a Man Out of You - From ""Mulan""/Soundtrack",28UMEtwyUUy5u0UWOVHwiI,69,0.133,0.656,201680,0.33,0.000109,G,0.0664,-17.503,Major,0.0372,113.845,4/4,0.519,2013-01-01
Movie,Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",3IPnBzGRMg6BfViFxxa0Gq,69,0.262,0.737,124733,0.637,0.0,F#,0.319,-6.308,Minor,0.0735,100.033,4/4,0.537,2013-01-01
Movie,Jodi Benson,"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",5J4pDyvjRrYfcgHetKjKSj,69,0.92,0.367,195493,0.138,0.000215,F,0.281,-15.189,Major,0.0365,89.357,1/4,0.342,2013-01-01
Movie,Samuel E. Wright,"Under the Sea - From ""The Little Mermaid"" / Soundtrack Version",4qqfI5oNO53a6W7nWfutKH,69,0.709,0.545,195147,0.454,0.0,A#,0.0914,-15.213,Major,0.167,99.722,4/4,0.869,2006-01-01
Movie,Mandy Moore,"I See the Light - From ""Tangled"" / Soundtrack Version",6klpXs2uAjagnZMFkt4qkl,68,0.829,0.281,224240,0.139,0.0,F,0.0725,-14.392,Major,0.0305,92.64,4/4,0.169,2010-01-01
Movie,Joseph Williams,"Can You Feel the Love Tonight - From ""The Lion King"" / Soundtrack Version",5E8yddtSG3sH4hw2SfwcgW,68,0.808,0.296,177787,0.132,0.0,F,0.543,-19.311,Major,0.0719,166.765,3/4,0.477
Movie,Lea Salonga,"A Whole New World - From ""Aladdin"" / Soundtrack Version",1hwdPQtFHISvZ9SXMkNrIK,68,0.831,0.284,160800,0.24,5.79e-06,C,0.104,-15.607,Major,0.0385,124.805,4/4,0.157,2001-01-01
Movie,Nathan Lane,"Hakuna Matata - From ""The Lion King""/Soundtrack",5k3U0OGYBccHdKJJu3HrUN,68,0.59,0.417,213600,0.313,1.98e-05,C,0.116,-17.986,Major,0.119,164.565,4/4,0.728,2003-01-01
Movie,Mandy Moore,"When Will My Life Begin? - From ""Tangled"" / Soundtrack Version",03xWMkKEbeO4SnylA53ipj,68,0.112,0.673,152333,0.42,0.0,E,0.0897,-7.581,Major,0.0317,108.066,4/4,0.385,2010-01-01
Movie,Kristen Bell,"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",2yi7HZrBOC4bMUSTcs4VK6,67,0.85,0.306,206507,0.121,0.000176,C,0.257,-15.551,Minor,0.0554,174.055,4/4,0.166,2013-01-01
Movie,Randy Newman,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",2stkLJ0JNcXkIRDNF3ld6c,67,0.793,0.681,124160,0.335,3.39e-06,D#,0.285,-12.151,Major,0.0336,115.883,4/4,0.532
Movie,Carmen Twillie,"Circle of Life - From ""The Lion King""/ Soundtrack",0HU5JnVaKNTWf6GykV9Zn8,66,0.074,0.324,239147,0.391,0.0,A#,0.286,-16.093,Major,0.0423,83.307,4/4,0.594
Movie,Dan Stevens,Evermore,3Yn97I3qIj7Px0Bi4rkD2q,66,0.674,0.285,194542,0.396,6.6e-05,C#,0.102,-8.741,Major,0.0318,79.442,3/4,0.219,2017-03-10
Movie,Roger Bart,Go the Distance,0D1OY0M5A0qD5HGBvFmFid,65,0.879,0.275,194160,0.126,0.000799,A,0.0791,-17.077,Major,0.033,88.626,4/4,0.21,1997-01-01
Movie,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",70b5Sq3ePOu3Gqg0hjlOtR,65,0.815,0.354,225080,0.411,1e-06,C,0.106,-6.018,Major,0.0344,90.831,4/4,0.43,2013-01-01
Opera,Giacomo Puccini,"""Nessun dorma!""",74WjYdm3Lvbwnds4thYPUU,63,0.961,0.171,180933,0.308,0.00546,D,0.319,-12.383,Major,0.0456,171.798,5/4,0.0889,2020-02-07
Opera,Charles Gounod,Ave Maria,2kyEgPaAW8wdpvevPnkf0Z,62,0.993,0.132,163267,0.0195,0.888,C,0.0569,-29.76,Major,0.0445,81.616,3/4,0.14,2015-09-18
Opera,Richard Wagner,Tannhäuser: Overture,1U1i1HBJ5H8DY5J4fO8ySg,58,0.831,0.0843,853827,0.182,0.926,E,0.197,-15.88,Major,0.0356,73.75,4/4,0.0604,1994-01-01
Opera,Giuseppe Verdi,La Traviata / Act 1: Libiamo ne'lieti calici,41ujv4mhxlqR8nlnieDpDp,56,0.957,0.314,175507,0.227,8.76e-05,A#,0.708,-17.276,Major,0.127,72.051,4/4,0.283,1977-01-01
Opera,Léo Delibes,Flower duet from Lakme - Remasterisé en 1987,5stPdVFNnyEahYLpWs2akd,55,0.97,0.224,210720,0.121,0.622,B,0.264,-19.321,Major,0.0447,89.567,1/4,0.0481,2008-06-16
Opera,Richard Wagner,"Die Walkure, Act III: Ride of the Valkyries",2e8MxBgVWMSQmxb2zcuCoq,55,0.929,0.251,325000,0.219,0.933,G,0.0824,-16.781,Major,0.0323,89.997,3/4,0.0965,1989-01-01
Opera,Georges Bizet,"Bizet: Carmen, WD 31, Act 1 Scene 4: No. 5, Havanaise, ""L'amour est un oiseau rebelle"" (Carmen, Chorus)",2r1FiNXh5mDNEP8K07YRVp,54,0.976,0.363,262147,0.115,0.0,D,0.0992,-17.325,Major,0.0689,134.424,4/4,0.231,1960
Opera,Giacomo Puccini,"Turandot, Atto III: ""Nessun Dorma""",25hkRq63EvIcVsG4RK7Ljz,53,0.97,0.196,190293,0.275,0.468,D,0.0908,-14.796,Major,0.0405,82.348,4/4,0.102,2015-09-11
Opera,Gioachino Rossini,Overture (Sinfonia),1chTrqszWQEOP4RsNuOZf7,52,0.911,0.339,425000,0.14,0.678,E,0.157,-20.598,Major,0.047,95.975,4/4,0.296,2003-01-01
Opera,Giacomo Puccini,"Gianni Schicchi, SC 88: ""O mio babbino caro"" (Arr. Yvar Mikhashoff)",3Tlf69FTufTsWT9rsXiW4b,52,0.991,0.349,169747,0.0636,0.857,G#,0.0838,-23.599,Major,0.0379,124.171,4/4,0.107,2018-01-12
Opera,Luciano Pavarotti,"Rigoletto / Act 3: ""La donna è mobile""",25ZYvZ2qFw7XCu8nzUxxmU,51,0.959,0.369,142173,0.21,4.53e-05,F#,0.0905,-13.552,Major,0.0437,131.714,3/4,0.391,2010-01-01
Opera,Giuseppe Verdi,"Rigoletto / Act 1: ""Questa o quella""",6PX500Lh9Vrh19ENdxqaXr,51,0.939,0.527,119000,0.194,0.00446,G#,0.047,-17.578,Major,0.0474,107.083,4/4,0.566,2001-01-01
Opera,Jules Massenet,Meditation: Méditation from Thaïs,0XfFRLi9G87t57kqZAzeef,49,0.872,0.0847,331933,0.0693,0.499,E,0.0923,-23.23,Minor,0.0545,58.759,4/4,0.0361,2005-01-01
Opera,Amilcare Ponchielli,La Gioconda / Act 3: Dance Of The Hours,6mmbWSbU5FElQOocyktyUZ,49,0.914,0.554,162613,0.00761,0.00097,E,0.221,-30.566,Major,0.0499,117.276,4/4,0.156,1998-01-01
Opera,Katherine Jenkins,"The Flower Duet (From ""Lakmé"")",11Er3qlX9yXQjhvHkmvcBD,49,0.961,0.225,230933,0.289,0.000746,B,0.102,-12.863,Major,0.073,192.307,5/4,0.0771,2006-01-01
Opera,Luciano Pavarotti,Caruso,0tTbk9bpoFRDa19eVghS4d,49,0.835,0.332,318667,0.23,4.49e-05,G,0.107,-12.146,Minor,0.0338,99.573,4/4,0.215,1988-01-01
Opera,Jacques Offenbach,Can Can,1ntwYN2nT0Dl3c8lne15ii,48,0.815,0.429,131599,0.535,0.93,D#,0.0759,-11.043,Major,0.0379,81.182,4/4,0.926,2010-03-01
Opera,Pietro Mascagni,Cavalleria rusticana: Act I: Intermezzo sinfonico,7zkHCFPDIRn31DRIiekNmh,48,0.862,0.0916,247507,0.104,0.897,F,0.255,-20.199,Major,0.0407,86.803,4/4,0.0364
Opera,Luciano Pavarotti,'O sole mio,6APIeDnJBcgEFOWv5plRhD,48,0.948,0.265,201427,0.27,0.126,A,0.148,-13.995,Major,0.0371,73.309,3/4,0.278,1979-10-01
Opera,Georges Bizet,"Bizet: Carmen, Act 1: ""L'amour est un oiseau rebelle"" (Carmen, Chorus) [Habanera]",5Adxsld8lL9MLcaULeoSKu,48,0.984,0.373,269227,0.116,0.0,D,0.122,-16.082,Major,0.059,129.793,4/4,0.206,1964
Pop,Ariana Grande,7 rings,14msK75pk3pA33pzPVNtBF,100,0.578,0.725,178640,0.321,0.0,C#,0.0884,-10.744,Minor,0.323,70.142,4/4,0.319,2019-02-08
Pop,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,99,0.0421,0.726,190440,0.554,0.0,F,0.106,-5.29,Minor,0.0917,169.999,4/4,0.335,2019-02-08
Pop,Post Malone,Wow.,6MWtB6iiXyIwun0YzU6DFP,99,0.163,0.833,149520,0.539,2.1e-06,B,0.101,-7.399,Minor,0.178,99.947,4/4,0.385,2019-09-06
Pop,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,98,0.11,0.737,193227,0.86,1.94e-06,G#,0.0574,-2.652,Minor,0.0593,93.989,4/4,0.656,2019-01-24
Pop,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,97,0.556,0.76,158040,0.479,0.0,D,0.0703,-5.574,Major,0.0466,89.911,4/4,0.913,2018-12-14
Pop,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,97,0.297,0.752,201661,0.488,9.11e-06,F#,0.0936,-7.05,Major,0.0705,136.041,4/4,0.533,2020-01-17
Pop,Sam Smith,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,97,0.45,0.741,171030,0.52,1.97e-06,G#,0.222,-7.513,Major,0.0656,102.998,4/4,0.347,2020-10-30
Pop,Marshmello,Happier,2dpaYNEQHiRxtZbfNsse99,97,0.191,0.687,214290,0.792,0.0,F,0.167,-2.749,Major,0.0452,100.015,4/4,0.671,2018-08-17
Pop,Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,97,0.0691,0.719,187436,0.704,0.0,C#,0.166,-4.724,Major,0.0476,133.002,4/4,0.628,2020-09-18
Pop,Pedro Capó,Calma - Remix,5iwz1NiezX7WWjnCgY5TH4,97,0.323,0.826,238200,0.773,0.0,B,0.143,-4.218,Minor,0.0524,126.899,4/4,0.761,2018-10-05
Pop,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,96,0.149,0.837,213594,0.364,0.0,G#,0.271,-11.713,Major,0.276,123.984,4/4,0.463,2019-01-23
Pop,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,96,0.371,0.572,215733,0.385,0.0,G,0.231,-6.362,Major,0.0308,95.799,4/4,0.323,2018-10-05
Pop,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,96,0.153,0.841,212500,0.798,3.33e-06,C#,0.0618,-4.206,Minor,0.229,95.948,4/4,0.591,2018-09-28
Pop,Ariana Grande,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,95,0.28,0.724,207333,0.647,0.0,C#,0.102,-5.642,Major,0.0658,106.96,4/4,0.435,2019-02-08
Pop,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,95,0.259,0.889,180522,0.496,0.0,E,0.252,-6.365,Minor,0.0905,86.003,4/4,0.544,2018-11-30
Pop,Panic! At The Disco,High Hopes,1rqqCSm0Qe4I9rUvWncaom,95,0.193,0.579,190947,0.904,0.0,F,0.064,-2.729,Major,0.0618,82.014,4/4,0.681,2018-06-22
Pop,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,94,0.00513,0.834,312820,0.73,0.0,G#,0.124,-3.714,Major,0.222,155.008,4/4,0.446,2018-08-03
Pop,Khalid,Talk,0rTV5WefWd1J3OwIheTzxM,94,0.0501,0.9,197487,0.4,0.0,C,0.0876,-8.443,Major,0.124,136.001,4/4,0.338,2019-04-05
Pop,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,94,0.0436,0.846,181040,0.731,0.0,C#,0.0949,-5.027,Minor,0.064,137.947,4/4,0.933,2019-06-07
Pop,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,94,0.176,0.599,162583,0.733,0.0,B,0.242,-7.058,Major,0.203,102.211,4/4,0.534,2020-03-06
R&B,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,92,0.0969,0.574,182623,0.758,0.0,C#,0.395,-5.029,Minor,0.0621,144.111,4/4,0.492,2018-10-24
R&B,Mabel,Don't Call Me Up,5WHTFyqSii0lmT9R21abT8,91,0.296,0.674,178480,0.881,3.01e-06,A,0.0793,-2.853,Major,0.147,98.994,4/4,0.234,2019-01-18
R&B,Camila Cabello,Havana,1rfofaqEpACxVEHIZBJe6W,88,0.184,0.765,217307,0.523,3.56e-05,D,0.132,-4.333,Major,0.03,104.988,4/4,0.394,2018-01-12
R&B,Zara Larsson,Ruin My Life,5tAa8Uaqr4VvA3693mbIhU,88,0.423,0.665,190932,0.699,0.0,B,0.0969,-5.265,Major,0.0578,124.896,4/4,0.585
R&B,Rita Ora,Let You Love Me,6xtcFXSo8H9BZN637BMVKS,87,0.288,0.531,190000,0.854,0.0,A#,0.0773,-3.149,Major,0.198,94.419,4/4,0.456,2018-11-23
R&B,Chris Brown,Undecided,7uiBocndm12aKbsdnQ3Scx,86,0.172,0.441,187298,0.527,0.0,D#,0.233,-5.318,Major,0.0966,96.37,4/4,0.589,2019-06-28
R&B,H.E.R.,Best Part (feat. Daniel Caesar),4OBZT9EnhYIV17t4pGw7ig,85,0.795,0.473,209400,0.371,0.0,E,0.109,-10.219,Minor,0.0405,75.208,4/4,0.413,2017-08-25
R&B,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,85,0.367,0.61,201788,0.725,0.0,G#,0.154,-5.131,Major,0.15,146.163,4/4,0.291,2019-02-22
R&B,The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,85,0.141,0.678,230453,0.588,6.35e-06,G,0.137,-7.015,Major,0.276,186.005,4/4,0.486,2016-11-25
R&B,Joji,SLOW DANCING IN THE DARK,0rKtyWc8bvkriBthvHKY8d,84,0.544,0.515,209274,0.479,0.00598,D#,0.191,-7.458,Major,0.0261,88.964,4/4,0.284,2018-10-26
R&B,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,84,0.225,0.477,213993,0.61,0.0,B,0.107,-5.628,Minor,0.144,79.882,4/4,0.358,2018-10-12
R&B,Tory Lanez,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,51w9Jbat1pLeWINGCpnQUR,84,0.0226,0.698,248521,0.66,0.0,C,0.0622,-7.883,Major,0.052,159.949,4/4,0.451,2018-11-27
R&B,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,84,0.662,0.518,173307,0.467,0.0,C,0.0853,-6.184,Major,0.0302,132.854,4/4,0.386,2019-01-24
R&B,DJ Khaled,No Brainer,5WvAo7DNuPRmk4APhdPzi8,84,0.0733,0.552,260000,0.76,0.0,C,0.0865,-4.706,Major,0.342,135.702,5/4,0.639,2018-07-27
R&B,Little Mix,Woman Like Me (feat. Nicki Minaj),6rrTr2HEAzlpC4KWZxF3S1,84,0.173,0.757,228207,0.849,0.0,F,0.0878,-3.424,Minor,0.0536,150.036,4/4,0.826,2018-11-16
R&B,Demi Lovato,Sorry Not Sorry,3Du2K5dLzmduCNp6uwuaL0,83,0.0223,0.702,203760,0.635,0.0,B,0.283,-6.917,Minor,0.265,144.004,4/4,0.873,2017-09-29
R&B,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,83,0.207,0.709,291293,0.824,0.000307,C#,0.0888,-8.824,Major,0.0453,118.814,4/4,0.867,1987-06-02
R&B,The Weeknd,Call Out My Name,4MPTj8lMMvxLwT3EwuXFop,83,0.211,0.449,228373,0.599,0.0,C#,0.327,-4.892,Major,0.0369,134.144,3/4,0.165,2018-03-30
R&B,Julia Michaels,Anxiety (with Selena Gomez),1XJ93XskwJf7PCyIVLbNBt,83,0.571,0.803,210147,0.384,0.0,G,0.194,-6.522,Major,0.179,141.924,4/4,0.503,2019-01-24
R&B,Charli XCX,1999,05mAIVLkIWc2d1UBYZBCp8,83,0.0227,0.739,189000,0.742,1.39e-06,G,0.229,-4.586,Major,0.0329,124.016,4/4,0.659,2018-10-05
Rap,Post Malone,Wow.,6MWtB6iiXyIwun0YzU6DFP,99,0.163,0.833,149520,0.539,2.1e-06,B,0.101,-7.399,Minor,0.178,99.947,4/4,0.385,2019-09-06
Rap,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,97,0.556,0.76,158040,0.479,0.0,D,0.0703,-5.574,Major,0.0466,89.911,4/4,0.913,2018-12-14
Rap,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,96,0.149,0.837,213594,0.364,0.0,G#,0.271,-11.713,Major,0.276,123.984,4/4,0.463,2019-01-23
Rap,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,95,0.259,0.889,180522,0.496,0.0,E,0.252,-6.365,Minor,0.0905,86.003,4/4,0.544,2018-11-30
Rap,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,94,0.00513,0.834,312820,0.73,0.0,G#,0.124,-3.714,Major,0.222,155.008,4/4,0.446,2018-08-03
Rap,Blueface,Thotiana,3oh6SCCeLuXhFpEyepla6G,93,0.18,0.906,129264,0.382,0.0,A#,0.113,-12.89,Minor,0.269,104.025,4/4,0.391,2018-12-18
Rap,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,93,0.0395,0.837,288624,0.636,0.00125,C#,0.342,-7.643,Major,0.086,145.972,4/4,0.274,2018-12-21
Rap,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,93,0.0521,0.861,228760,0.603,0.0,G#,0.0924,-5.788,Minor,0.176,98.043,4/4,0.504,2018-12-14
Rap,Post Malone,Better Now,7dt6x5M1jzdTEt8oCbisTK,93,0.354,0.68,231267,0.563,0.0,A#,0.136,-5.843,Major,0.0454,145.028,4/4,0.374,2018-04-27
Rap,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,92,0.103,0.896,145543,0.671,0.0,C#,0.552,-6.977,Minor,0.289,112.502,4/4,0.358,2018-10-05
Rap,Juice WRLD,Lucid Dreams,285pBltuF7vW8TeWk8hdRR,92,0.349,0.511,239836,0.566,0.0,F#,0.34,-7.23,Minor,0.2,83.903,4/4,0.218,2018-12-10
