genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,release_date
Classical,Ludwig van Beethoven,"Für Elise, WoO 59",6MQAB3vorg90FA3tQpbYXK,65,0.994,0.303,188467,0.108,0.877,A,0.0805,-27.433,Minor,0.0473,126.931,3/4,0.18,1991-11-09
Classical,Harold Budd,The Plateaux Of Mirror - 2004 Digital Remaster,75Q2oWlmhsTiM9KTbjyduU,64,0.988,0.234,253893,0.0138,0.83,G#,0.106,-30.699,Minor,0.0487,91.085,4/4,0.0344,
Classical,Harold Budd,Foreshadowed - 2005 Digital Remaster,6vo5a9n1HWYroioj7k6gZS,64,0.992,0.342,232440,0.0314,0.906,D#,0.0767,-25.319,Minor,0.0439,100.022,4/4,0.117,1984
Classical,Claude Debussy,"Clair de Lune, L. 32",5u5aVJKjSMJr4zesMPz7bL,64,0.994,0.335,268000,0.00532,0.912,C#,0.0621,-31.646,Major,0.0376,65.832,4/4,0.0397,1994
Classical,Franz Schubert,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",4acoaqSa5dno7qMFExRG2w,64,0.989,0.333,497773,0.0195,0.914,G#,0.131,-26.862,Major,0.0386,68.66,3/4,0.0391
Classical,Ludwig van Beethoven,Beethoven : Symphony No.9 in D minor Op.125 : II Molto vivace,6lnttZF0hDaVyVZBEgpJ3I,64,0.964,0.364,822307,0.189,0.82,D,0.0769,-22.125,Minor,0.0425,111.408,4/4,0.283,1991-06-01
Classical,Wolfgang Amadeus Mozart,"Le Nozze di Figaro, K. 492: Sinfonia",4rjnWmrSRqXVkFWdKMG3pV,64,0.839,0.386,251200,0.0738,0.947,D,0.155,-19.369,Major,0.0433,142.499,4/4,0.172,2004
Classical,Ólafur Arnalds,Dalur - Island Songs V,2xkgm3ZHezoiW9tGblP5gi,64,0.991,0.322,242400,0.0738,0.937,D,0.0742,-23.687,Minor,0.0309,86.387,4/4,0.0507,2016-10-28
Classical,Andrea Bocelli,Con Te Partirò,7zrpoAJte9o12TzawqgdD0,64,0.844,0.241,250984,0.367,0.00279,G,0.0873,-7.95,Major,0.0311,135.267,5/4,0.302,1995-01-01
Comedy,Tenacious D,Kickapoo,7lFgli7y2vo7sjgynHZzBP,61,0.107,0.501,254347,0.796,0.000974,C,0.539,-4.599,Major,0.104,130.719,4/4,0.582,2006-11-02
Comedy,Bo Burnham,From God's Perspective,6ghnKwHcGX1RLPWjJYKbGd,56,0.775,0.338,261222,0.478,0.0,C,0.737,-5.895,Major,0.0404,86.862,4/4,0.357,2013-12-17
Comedy,Sarah Silverman,A Place Called Slaughter Race,30UNAz40wbR8CnLMZkCLe7,56,0.597,0.432,208376,0.392,0.0,G#,0.0937,-9.519,Major,0.0462,129.12,4/4,0.328,2018-11-15
Comedy,Bo Burnham,Sad,07xM26pWCDsUWV2ialwgNf,56,0.711,0.393,263099,0.639,0.0,C,0.845,-5.737,Major,0.0619,96.619,4/4,0.356,2013-12-17
Comedy,Monty Python,Always Look On The Bright Side Of Life,4DEcdqqKokU7UAE4wCGQEy,56,0.432,0.669,215333,0.535,0.0,D,0.208,-12.36,Major,0.0973,120.071,4/4,0.739,1989-01-01
Comedy,Tenacious D,Classico,1KRdD8IpxMXGB2883OVP2Q,55,0.907,0.738,58507,0.531,1.07e-05,F#,0.311,-7.35,Major,0.14,170.007,4/4,0.919,2006-11-02
Comedy,Bo Burnham,ART IS DEAD,5KqdkuWE9AkTtoAiPpdD0E,54,0.86,0.543,152893,0.623,0.0,E,0.931,-6.178,Major,0.0504,84.972,4/4,0.663,2010-10-19
Comedy,Bo Burnham,I'm Bo Yo,4sG3QE7shDNk1DKJwEAiz5,53,0.511,0.803,235227,0.799,0.0,C#,0.0781,-4.428,Minor,0.277,104.894,4/4,0.627,2009-09-10
Comedy,"""Weird Al"" Yankovic","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",5r96TaQquRrlo3Ym3ZlSL2,53,0.103,0.728,202920,0.448,0.0,G#,0.267,-10.54,Major,0.172,80.902,4/4,0.483,1996-12-31
Comedy,Tenacious D,Dude (I Totally Miss You),49E5m0yZWoxb7Yms94Ik8B,53,0.17,0.627,173640,0.478,6.92e-05,E,0.301,-7.141,Minor,0.038,129.962,3/4,0.378,2006-11-02
Comedy,Tenacious D,Fuck Her Gently,4BVzMXl6fgEC82DpjTZD0T,52,0.732,0.521,123667,0.297,0.0,D,0.273,-7.022,Major,0.0351,118.681,4/4,0.517,2001-09-25
Comedy,Demetri Martin,People Watching,4vVIHxe9kdEsIrrTeHnHyG,52,0.904,0.446,331520,0.952,2.85e-05,F#,0.495,-8.42,Minor,0.936,107.01,3/4,0.312,2012-10-02
Comedy,Mike Birbiglia,Don't Tell Anyone,1H9MZ8GfRQOJmeWBkRD7sZ,52,0.875,0.52,391853,0.832,0.0,D#,0.535,-6.715,Minor,0.924,105.209,5/4,0.56,2011-04-18
Comedy,Bo Burnham,"Left Brain, Right Brain",19Atssu8qmXPrB9jnxeqZZ,52,0.639,0.462,394392,0.704,0.0,E,0.655,-6.011,Major,0.619,169.396,4/4,0.547,2013-12-17
Comedy,Tenacious D,Roadie,6PvjNYQ0cWU5zOyb3HUm7U,52,0.152,0.684,178547,0.535,0.0,A,0.11,-5.789,Major,0.0294,94.998,4/4,0.627,2012-05-14
Comedy,Kevin Hart,Push It On Me - From “What Now?”,0wasgXy8PI6t4EfA49YnXE,51,0.297,0.585,232807,0.661,0.0,C#,0.437,-5.696,Major,0.355,132.055,5/4,0.631,2016-10-14
Comedy,Daniel Tosh,Buff,3lgugt7YER6yrQX6Zgx9GC,51,0.687,0.594,319662,0.954,0.0,C,0.75,-6.06,Major,0.923,103.621,5/4,0.276,2016-04-19
Comedy,Daniel Tosh,Goldenrod,7seGWbksC1EWug6PbJ76Ml,51,0.668,0.631,171515,0.939,0.0,F,0.608,-5.807,Major,0.889,122.247,3/4,0.3,2016-04-19
Comedy,Demetri Martin,Yep,4j1Pc3I3CQTg4EAE6kCpNV,51,0.9,0.461,233093,0.912,0.000121,F#,0.808,-9.078,Major,0.947,69.92,4/4,0.208,2012-10-02
Comedy,Bill Burr,Oddly Racist,1e9fQQKmHAG3FezQFyrCeT,50,0.924,0.581,259040,0.852,3.23e-06,C,0.41,-10.142,Minor,0.926,125.082,5/4,0.322,
Country,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,82,0.676,0.552,193200,0.402,0.0,B,0.0928,-7.431,Major,0.0262,103.313,4/4,0.382,2018-06-01
Country,Lynyrd Skynyrd,Sweet Home Alabama,7e89621JPkKaeDSTQ3avtg,82,0.181,0.596,283800,0.605,0.000331,G,0.0863,-12.145,Major,0.0255,97.798,4/4,0.886,1974-04-15
Country,Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,80,0.463,0.731,165387,0.469,1.04e-06,F,0.103,-7.226,Major,0.0326,98.963,4/4,0.631,2020-04-03
Country,Kane Brown,Heaven,1HXy5I3HTWq8OvxCn0z7G7,79,0.263,0.677,179507,0.556,0.0,A,0.105,-6.544,Major,0.0306,80.009,4/4,0.521,2017-10-06
Country,Dan + Shay,Speechless,7q7jyVU0f0hnod8tsaUmxg,79,0.328,0.631,212745,0.44,0.0,C#,0.239,-5.948,Major,0.028,136.033,4/4,0.418,2018-06-22
Country,Dan + Shay,Tequila,7Il2yWQmsqKgSkLQvHTPUI,79,0.0292,0.474,195987,0.594,0.0,B,0.133,-5.756,Major,0.0289,86.131,4/4,0.503,2018-06-22
Country,Luke Combs,She Got the Best of Me,698eQRku24PIYPQPHItKlA,79,0.0292,0.533,183160,0.907,0.0,B,0.386,-3.793,Major,0.0406,150.99,4/4,0.7,2018-06-01
Country,Luke Combs,Hurricane,6xHI9KjUjYT0FPtGO8Mxa1,78,0.0153,0.464,222533,0.813,0.0,A#,0.254,-6.185,Major,0.0416,75.975,4/4,0.516,2017-06-02
Country,Kane Brown,What Ifs,7zVCrzzEJU7u24sbJPXA5W,78,0.00898,0.612,188253,0.799,0.0,A#,0.172,-4.603,Major,0.0275,125.976,4/4,0.687,2016-12-02
Country,Luke Combs,When It Rains It Pours,1mMLMZYXkMueg65jRRWG1l,78,0.013,0.551,240760,0.801,6.03e-06,F#,0.265,-5.069,Major,0.0303,128.027,4/4,0.625,2017-06-02
Country,Morgan Wallen,Whiskey Glasses,6foY66mWZN0pSRjZ408c00,78,0.364,0.615,234347,0.68,1.75e-06,F#,0.115,-4.582,Major,0.0286,149.992,4/4,0.702,2018-04-27
Country,Kacey Musgraves,Rainbow,79qxwHypONUt3AFq0WPpT9,78,0.88,0.581,214293,0.197,0.0,D#,0.107,-7.697,Major,0.0329,130.367,4/4,0.349,2018-03-30
Country,Chris Stapleton,Tennessee Whiskey,3fqwjXwUGN6vbzIwvyFMhx,78,0.205,0.392,293293,0.37,0.0096,A,0.0821,-10.888,Major,0.0298,48.718,4/4,0.512,2015-05-04
Country,Luke Combs,One Number Away,4gB7HrYHbJVJ5RFOjxmoq4,77,0.00585,0.544,221800,0.781,0.0,F#,0.191,-6.16,Minor,0.0311,144.075,4/4,0.527,2017-06-02
Country,Thomas Rhett,Marry Me,0OWZFobGSIW9GrSlQ9C5pc,77,0.113,0.588,205453,0.408,0.0,D#,0.13,-8.662,Major,0.0237,85.008,4/4,0.484,2017-09-08
Country,Chase Rice,Eyes On You,5AnSllIrgGsCZzZJkVnApx,77,0.323,0.606,182493,0.652,0.0,A,0.201,-6.982,Major,0.0281,97.155,4/4,0.476,2017-11-17
Country,Dolly Parton,9 to 5,4w3tQBXhn5345eUXDGBWZG,77,0.416,0.554,162467,0.783,1.54e-06,F#,0.631,-5.852,Major,0.0457,105.39,4/4,0.813,1980
Country,Dolly Parton,Jolene,2SpEHTbUuebeLkgs9QB7Ue,77,0.566,0.674,161533,0.537,0.0,C#,0.131,-10.971,Minor,0.0363,110.578,4/4,0.809,1974
Country,Chord Overstreet,Hold On,5vjLSffimiIP26QG5WcN2K,77,0.497,0.608,198853,0.445,0.0,D,0.0802,-9.551,Major,0.055,119.886,4/4,0.189,2017-02-03
Country,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,77,0.686,0.654,252240,0.506,0.0155,B,0.155,-17.18,Minor,0.0535,123.179,4/4,0.831,1972
Dance,Ariana Grande,7 rings,14msK75pk3pA33pzPVNtBF,100,0.578,0.725,178640,0.321,0.0,C#,0.0884,-10.744,Minor,0.323,70.142,4/4,0.319,2019-02-08
Dance,Ariana Grande,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,99,0.0421,0.726,190440,0.554,0.0,F,0.106,-5.29,Minor,0.0917,169.999,4/4,0.335,2019-02-08
Dance,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,97,0.297,0.752,201661,0.488,9.11e-06,F#,0.0936,-7.05,Major,0.0705,136.041,4/4,0.533,2020-01-17
Dance,Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,97,0.0691,0.719,187436,0.704,0.0,C#,0.166,-4.724,Major,0.0476,133.002,4/4,0.628,2020-09-18
Dance,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,96,0.153,0.841,212500,0.798,3.33e-06,C#,0.0618,-4.206,Minor,0.229,95.948,4/4,0.591,2018-09-28
Dance,Ariana Grande,"thank u, next",2rPE9A1vEgShuZxxzR2tZH,95,0.28,0.724,207333,0.647,0.0,C#,0.102,-5.642,Major,0.0658,106.96,4/4,0.435,2019-02-08
Dance,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,95,0.371,0.572,215733,0.385,0.0,G,0.231,-6.362,Major,0.0308,95.799,4/4,0.323,2018-10-05
Dance,Calvin Harris,Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,94,0.016,0.807,229184,0.887,0.000503,C#,0.0811,-4.311,Minor,0.0361,122.015,4/4,0.606,2019-01-11
Dance,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,93,0.176,0.599,162583,0.733,0.0,B,0.242,-7.058,Major,0.203,102.211,4/4,0.534,2020-03-06
Dance,Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,92,0.78,0.647,171573,0.309,7.41e-06,G,0.202,-7.948,Minor,0.0366,87.045,4/4,0.195,2019-02-08
Dance,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,92,0.74,0.652,169354,0.557,0.0,C#,0.124,-5.714,Minor,0.0318,150.073,4/4,0.483,2018-11-16
Dance,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),27rdGxbavYJeBphck5MZAF,92,0.00987,0.601,217467,0.794,1.36e-06,G,0.388,-5.844,Minor,0.0671,114.066,4/4,0.244,2019-06-21
Dance,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),5JEx7HbmvHQQswJCsoo9rA,92,0.0969,0.574,182623,0.758,0.0,C#,0.395,-5.029,Minor,0.0621,144.111,4/4,0.492,2018-10-24
Dance,Ariana Grande,NASA,4uTvPEr01pjTbZgl7jcKBD,91,0.451,0.747,182000,0.458,0.0,F#,0.252,-6.891,Major,0.303,75.029,4/4,0.47,2019-02-08
Dance,Ariana Grande,bloodline,2hloaUoRonYssMuqLCBLTX,91,0.0815,0.758,216893,0.665,0.000157,D,0.216,-5.188,Minor,0.0774,151.976,4/4,0.643,2019-02-08
Dance,Ariana Grande,bad idea,5Il6Oe7lr5XM7A0cWbVQtr,91,0.0268,0.847,267107,0.579,0.0545,C#,0.102,-5.314,Major,0.0719,137.998,4/4,0.569,2019-02-08
Dance,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,91,0.555,0.56,173800,0.68,0.0,F#,0.116,-7.648,Minor,0.321,89.391,4/4,0.319,2018-12-07
Dance,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,91,0.0436,0.846,181040,0.731,0.0,C#,0.0949,-5.027,Minor,0.064,137.947,4/4,0.933,2019-06-07
Dance,The Chainsmokers,Who Do You Love (with 5 Seconds of Summer),11cDEev79fPKi6uJCjUhu8,91,0.00791,0.51,226747,0.835,0.0,D#,0.219,-4.673,Major,0.0447,140.024,4/4,0.435,
Dance,Ariana Grande,fake smile,3wFLWP0FcIqHK1wb1CPthQ,90,0.329,0.45,208880,0.619,0.0,A,0.319,-7.412,Major,0.372,83.3,4/4,0.427,2019-02-08
Electronic,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,96,0.153,0.841,212500,0.798,3.33e-06,C#,0.0618,-4.206,Minor,0.229,95.948,4/4,0.591,2018-09-28
Electronic,Tropkillaz,Bola Rebola,1OUPXna2MCgAt3VNmXJBtg,84,0.22,0.834,193440,0.777,0.00609,F,0.335,-4.538,Minor,0.0593,129.984,4/4,0.865,2019-02-22
Electronic,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,0.0771,0.652,205947,0.713,1.02e-05,G#,0.144,-5.311,Major,0.0368,100.023,4/4,0.152,2016-08-05
Electronic,Gaullin,Moonlight,0A5gdlrpAuQqZ2iFgnqBFW,79,0.0529,0.813,173067,0.761,0.0119,A#,0.337,-5.687,Minor,0.085,124.957,4/4,0.29,2018-09-07
Electronic,DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK,78,0.0203,0.586,220573,0.701,0.0,C#,0.055,-5.326,Minor,0.0416,104.957,4/4,0.254,2016-08-05
Electronic,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,76,0.0426,0.794,248413,0.811,1.07e-06,F#,0.101,-8.966,Minor,0.038,116.047,4/4,0.862,2013-04-19
Electronic,Blur,Song 2 - 2012 Remastered Version,1FTSo4v6BOZH9QxKc3MbVM,76,0.00178,0.674,121160,0.789,0.0071,G#,0.0754,-6.903,Major,0.0676,129.804,4/4,0.918,
Electronic,Daft Punk,One More Time,0DiWol3AO6WpXZgp0goxAV,74,0.0193,0.611,320357,0.697,0.0,D,0.332,-8.618,Major,0.133,122.752,4/4,0.476,2001-03-12
Electronic,Yellow Claw,DJ Turn It Up,1ivuWgxFQb2xzxVNSlB1hF,74,0.000956,0.829,211777,0.695,0.178,C#,0.112,-5.561,Major,0.0473,102.018,4/4,0.369,2013-10-15
Electronic,Daft Punk,Instant Crush,2cGxRwrMyEAp8dEbuZaVv6,74,0.0422,0.775,337560,0.585,0.619,A#,0.077,-9.516,Minor,0.0271,109.942,4/4,0.518,2013-05-20
Electronic,DJ Snake,Magenta Riddim,4BiiDQtijdt0WdtiyIPhnO,74,0.00041,0.604,194490,0.897,0.838,A#,0.327,-3.678,Minor,0.0641,102.053,4/4,0.588,2019-07-25
Electronic,Vigiland,Be Your Friend‬‬,2mSIu1ZPo22Ihx3EwS4E6h,74,0.0688,0.6,180820,0.754,0.0,C,0.151,-4.204,Major,0.0488,128.044,4/4,0.641,2018-03-02
Electronic,New Order,Blue Monday - 2016 Remastered Version,1RSy7B2vfPi84N80QJ6frX,73,0.000726,0.793,450800,0.703,0.88,C,0.075,-9.548,Major,0.0581,130.27,4/4,0.856,
Electronic,DJ Snake,You Know You Like It,57kR5SniQIbsbVoIjjOUDa,73,0.0113,0.426,247267,0.722,1.27e-06,F,0.262,-5.369,Minor,0.196,196.133,4/4,0.25,2014-10-14
Electronic,DJ Snake,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,72,0.00107,0.818,213733,0.799,0.128,C#,0.057,-4.1,Minor,0.156,100.014,4/4,0.0815,2013-12-18
Electronic,MC Hammer,U Can't Touch This,1B75hgRqe7A4fwee3g3Wmu,72,0.00456,0.867,257360,0.517,0.000339,B,0.0864,-13.222,Minor,0.0875,133.148,4/4,0.866,1990-02-20
Electronic,DJ Snake,A Different Way (with Lauv),1YMBg7rOjxzbya0fPOYfNX,72,0.495,0.784,198286,0.757,1.18e-06,G#,0.142,-3.912,Major,0.0384,104.996,4/4,0.587,2017-09-21
Electronic,Supergrass,Alright,5xC8uOesnn0udeXAYlAnoY,72,0.000479,0.467,180880,0.958,0.199,E,0.299,-4.808,Minor,0.0775,145.92,4/4,0.701,1995-05-15
Electronic,San Holo,Light,6jq6rcOikCZAmjliAgAmfT,71,0.0857,0.57,239853,0.763,2.49e-06,C#,0.0932,-4.137,Major,0.0573,150.088,4/4,0.43,2017-02-10
Electronic,Daft Punk,Get Lucky,69kOkLUCkxIZYexIgSG8rq,71,0.0378,0.81,369627,0.793,1.82e-06,F#,0.072,-9.404,Minor,0.0403,116.049,4/4,0.863,2013-04-19
Folk,Dermot Kennedy,Power Over Me,0OGNtqKkjI7FCE9HZ4Khgo,84,0.0519,0.42,206960,0.843,0.0,A,0.106,-4.231,Minor,0.121,173.827,3/4,0.491,2019-10-04
Folk,Eagles,Hotel California - Eagles 2013 Remaster,40riOy7x9W7GXjyGp4pjAv,83,0.00574,0.579,391376,0.508,0.000494,D,0.0575,-9.484,Major,0.027,147.125,4/4,0.609,1976-12-08
Folk,Electric Light Orchestra,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,81,0.652,0.388,303373,0.338,3.72e-06,A#,0.248,-10.054,Major,0.0328,177.784,4/4,0.477,1977
Folk,Tom Walker,Leave a Light On,6lOWoTqVnAWXchddtTH31W,81,0.0153,0.586,185863,0.624,1.78e-06,F,0.133,-5.946,Major,0.113,68.976,4/4,0.267,2017-10-13
Folk,Van Morrison,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,80,0.182,0.491,183307,0.583,0.0,G,0.407,-10.964,Major,0.0376,150.572,4/4,0.907,1967-09
Folk,Grouplove,Tongue Tied,0GO8y8jQk1PkHzS31d699N,80,0.00847,0.56,218013,0.936,0.0,D#,0.161,-5.835,Major,0.0439,112.96,4/4,0.371,2011-09-02
Folk,Tom Walker,Just You and I,2n48BjaFSczfeIG3HaIaPv,80,0.456,0.567,174983,0.696,0.0,A,0.113,-5.416,Major,0.301,92.061,4/4,0.544,2019-03-01
Folk,John Denver,"Take Me Home, Country Roads - Rerecorded",2xYlyywNgefLCRDG8hlxZq,79,0.546,0.255,197813,0.43,1.87e-05,A,0.188,-12.564,Major,0.0322,164.267,4/4,0.546,
Folk,Billy Joel,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,79,0.0747,0.701,197707,0.943,0.0,E,0.601,-2.986,Major,0.0456,128.992,4/4,0.791,1983-08-08
Folk,Lord Huron,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,78,0.968,0.441,208227,0.379,0.262,D,0.639,-9.545,Major,0.0449,174.118,3/4,0.105,2015-04-06
Folk,Hozier,Almost (Sweet Music),2e9N4vHYVUwSwRorBzsZXE,78,0.021,0.427,217480,0.689,1.69e-06,G,0.203,-5.589,Major,0.135,88.875,4/4,0.706,2019-03-01
Folk,Vance Joy,Riptide,3JvrhDOgAt6p7K8mDyZwRd,78,0.431,0.484,204280,0.731,0.0,C#,0.151,-6.694,Major,0.0379,101.654,4/4,0.51,2014-08-05
Folk,Tracy Chapman,Fast Car,2M9ro2krNb7nr7HSprkEgo,78,0.313,0.711,296800,0.292,0.0,E,0.131,-15.523,Minor,0.037,103.951,4/4,0.194,1988-04-05
Folk,Vanessa Carlton,A Thousand Miles,4w1lzcaoZ1IC2K5TwjalRP,78,0.323,0.56,237493,0.825,0.0,B,0.161,-3.862,Major,0.0379,94.931,4/4,0.268,2002-04-30
Folk,Boston,More Than a Feeling,1QEEqeFIZktqIpPI4jSVSF,78,0.000894,0.377,285133,0.682,0.00217,G,0.0504,-8.039,Major,0.0299,108.736,4/4,0.288,1976
Folk,John Lennon,Imagine - Remastered,7pKfPomDEeI4TPT6EOYjn9,78,0.907,0.547,187867,0.257,0.183,C,0.0935,-12.358,Major,0.0252,75.752,4/4,0.169,1971-09-09
Folk,Yusuf / Cat Stevens,Wild World,6Xz7FeyE8HTP90HecgHV57,77,0.354,0.483,200160,0.503,0.000284,C,0.116,-9.396,Major,0.0341,151.862,4/4,0.598,1970-11-23
Folk,America,A Horse with No Name,54eZmuggBFJbV7k248bTTt,77,0.686,0.654,252240,0.506,0.0155,B,0.155,-17.18,Minor,0.0535,123.179,4/4,0.831,1972
Folk,Kina Grannis,Can’t Help Falling in Love,7uuEfUMuPeQ7RlSWa0cES2,77,0.905,0.266,201933,0.0596,7.07e-05,C,0.132,-18.515,Major,0.0363,181.74,3/4,0.143,2018-08-10
Folk,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,77,0.167,0.739,215360,0.511,1.34e-06,A,0.133,-7.844,Major,0.0362,96.038,4/4,0.542,2006-01-01
Hip-Hop,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,98,0.11,0.737,193227,0.86,1.94e-06,G#,0.0574,-2.652,Minor,0.0593,93.989,4/4,0.656,2019-01-24
Hip-Hop,J. Cole,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8,96,0.149,0.837,213594,0.364,0.0,G#,0.271,-11.713,Major,0.276,123.984,4/4,0.463,2019-01-23
Hip-Hop,Meek Mill,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,95,0.259,0.889,180522,0.496,0.0,E,0.252,-6.365,Minor,0.0905,86.003,4/4,0.544,2018-11-30
Hip-Hop,Paulo Londra,Adan y Eva,6FyRXC8tJUh863JCkyWqtk,95,0.323,0.767,258639,0.709,0.0,C#,0.0676,-4.47,Major,0.336,171.993,4/4,0.72,2019-05-23
Hip-Hop,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,93,0.0395,0.837,288624,0.636,0.00125,C#,0.342,-7.643,Major,0.086,145.972,4/4,0.274,2018-12-21
Hip-Hop,Kodak Black,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,93,0.0521,0.861,228760,0.603,0.0,G#,0.0924,-5.788,Minor,0.176,98.043,4/4,0.504,2018-12-14
Hip-Hop,Sheck Wes,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,92,0.194,0.729,183907,0.625,0.00986,E,0.248,-5.266,Major,0.0315,146.034,4/4,0.261,2018-10-05
Hip-Hop,Lil Baby,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,92,0.103,0.896,145543,0.671,0.0,C#,0.552,-6.977,Minor,0.289,112.502,4/4,0.358,2018-10-05
Hip-Hop,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,92,0.258,0.74,166606,0.613,0.00372,G#,0.123,-4.88,Major,0.145,75.023,4/4,0.473,2018-03-16
Hip-Hop,Mustard,Pure Water (with Migos),63cd4JkwGgYJrbOizbfmsp,91,0.172,0.68,194520,0.559,0.0,C,0.318,-5.545,Major,0.129,202.006,4/4,0.137,2019-06-28
Hip-Hop,XXXTENTACION,Moonlight,0JP9xo3adEtGSdUEISiszL,91,0.556,0.921,135090,0.537,0.00404,A,0.102,-5.723,Minor,0.0804,128.009,4/4,0.711,2018-03-16
Hip-Hop,Daddy Yankee,Adictiva,6MJUCumnQsQEKbCy28tbCP,91,0.291,0.788,207853,0.771,5.62e-05,E,0.172,-3.206,Minor,0.0563,99.038,4/4,0.701,2018-11-09
Hip-Hop,Flipp Dinero,Leave Me Alone,14mHfNsSHN0FbLftyjrV9g,90,0.107,0.792,195637,0.743,0.0,G,0.183,-2.806,Major,0.0851,150.024,4/4,0.742,2019-11-22
Hip-Hop,XXXTENTACION,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,90,0.469,0.872,119133,0.391,4.13e-06,C,0.297,-9.144,Minor,0.242,134.021,4/4,0.437,2017-08-25
Hip-Hop,Tyga,Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,90,0.0236,0.884,232959,0.559,0.0,C,0.101,-7.442,Major,0.12,97.994,4/4,0.342,2019-06-07
Hip-Hop,XXXTENTACION,Arms Around You (feat. Maluma & Swae Lee),2LskIZrCeLxRvCiGP8gxlh,90,0.0302,0.703,198903,0.723,2.06e-06,A,0.126,-5.45,Minor,0.0412,104.969,4/4,0.288,2018-10-25
Hip-Hop,Gucci Mane,Wake Up in the Sky,0QIjsbm2fh1cJ45XO9eGqq,89,0.00381,0.8,204665,0.578,0.0,E,0.359,-5.144,Minor,0.0485,143.01,4/4,0.367,2018-12-07
Hip-Hop,Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,89,0.0332,0.754,198973,0.449,8.29e-05,G,0.552,-9.211,Major,0.109,77.169,4/4,0.357,2018-06-29
Hip-Hop,Rich The Kid,Splashin,79OEIr4J4FHV0O3KrhaXRb,88,0.00195,0.942,177806,0.383,0.0,A#,0.0922,-8.099,Major,0.565,100.021,4/4,0.38,2019-03-22
Hip-Hop,Drake,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,88,0.0589,0.835,217925,0.626,6e-05,C#,0.396,-5.833,Major,0.125,91.03,4/4,0.35,2018-06-29
Indie,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,97,0.297,0.752,201661,0.488,9.11e-06,F#,0.0936,-7.05,Major,0.0705,136.041,4/4,0.533,2020-01-17
Indie,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),4mGdjNMo0RonTlOEb7cYg4,87,0.0116,0.464,239507,0.852,0.0,B,0.108,-3.804,Major,0.067,160.075,4/4,0.233,2019-02-14
Indie,Dermot Kennedy,Power Over Me,0OGNtqKkjI7FCE9HZ4Khgo,84,0.0519,0.42,206960,0.843,0.0,A,0.106,-4.231,Minor,0.121,173.827,3/4,0.491,2019-10-04
